rating_int,y_unit,psi,bin_count,W_obs,alpha_prior
0,0.0049504950495049506,0.0,377,345.72370681495676,3464.175983339963
1,0.01485148514851485,0.0077841047647338535,528,535.067202872265,2475.3469219329036
2,0.024752475247524754,0.015112655839864457,574,617.7063752206054,2277.3191681782714
3,0.034653465346534656,0.024147899376496116,494,580.1136881578313,2645.370750914153
4,0.04455445544554455,0.030917770679888327,522,671.9770148635796,2503.744783369992
5,0.054455445544554455,0.04152479044069936,427,591.4581383078753,3059.4825273423035
6,0.06435643564356436,0.049212702242893286,426,639.6972551860623,3066.6475918091473
7,0.07425742574257425,0.06056924475946497,349,566.1092779446606,3741.31006200716
8,0.08415841584158416,0.07175735070545872,289,512.4743694395514,4515.374212767261
9,0.09405940594059406,0.07617411566095462,302,586.6749649204776,4321.645286146884
10,0.10396039603960396,0.07617411566095462,256,503.4053199265884,5095.169345145938
11,0.11386138613861387,0.07617411566095462,268,543.9962891826281,4867.875545362475
12,0.12376237623762376,0.07617411566095462,227,480.18209524745936,5743.239130274149
13,0.13366336633663367,0.07617411566095462,218,489.04567584018764,5866.749649204776
14,0.14356435643564355,0.07617411566095462,232,531.3872530889978,5619.993655375562
15,0.15346534653465346,0.07617411566095462,270,659.68961986272,4831.950264584893
16,0.16336633663366337,0.07617411566095462,318,778.2334238134418,4104.885647970238
17,0.17326732673267325,0.07617411566095462,366,1035.5878052927392,3568.0068711239946
18,0.18316831683168316,0.07617411566095462,412,991.1283151400314,3170.6017474636947
19,0.19306930693069307,0.07617411566095462,502,1248.1052787783715,2603.2972598459364
20,0.20297029702970298,0.07617411566095462,500,1281.7749346108728,2613.689664076858
21,0.21287128712871287,0.07617411566095462,695,1935.5198861962429,1881.405921986359
22,0.22277227722772278,0.07617411566095462,793,2160.3791282915336,1649.1920928243148
23,0.23267326732673269,0.07617411566095462,911,2559.9997850257414,1435.8097825685372
24,0.24257425742574257,0.07617411566095462,1065,3136.545857204531,1228.385104786591
25,0.2524752475247525,0.07617411566095462,1002,3157.711662725961,1305.5418960144627
26,0.2623762376237624,0.07617411566095462,1118,3800.8899371744224,1170.204219573285
27,0.2722772277227723,0.07617411566095462,1235,4690.151331617147,1059.4324609243574
28,0.28217821782178215,0.07617411566095462,1027,4111.995968172432,1273.7923362864844
29,0.29207920792079206,0.07617411566095462,1071,4548.339244679097,1221.5098150209944
30,0.30198019801980197,0.07617411566095462,1029,5014.832141323141,1271.318953109229
31,0.3118811881188119,0.07617411566095462,1121,6358.215496999062,1167.075331285656
32,0.3217821782178218,0.07617411566095462,1172,7137.6943661488785,1116.332925577584
33,0.3316831683168317,0.07617411566095462,1112,7806.304977184473,1176.512598115459
34,0.3415841584158416,0.07617411566095462,1172,8689.888358559352,1116.332925577584
35,0.35148514851485146,0.07617411566095462,978,8346.187151795564,1337.5470088891786
36,0.3613861386138614,0.07617411566095462,960,9710.723110537177,1362.5999185249802
37,0.3712871287128713,0.07617411566095462,942,10505.401032882399,1388.6092488891898
38,0.3811881188118812,0.09048105913533269,762,9090.053641703167,1716.1972761500733
39,0.3910891089108911,0.12117919120032163,812,11833.892942793738,1610.6500881949644
40,0.400990099009901,0.13514105007214028,751,11559.877499819167,1741.3012256682262
41,0.41089108910891087,0.16132881306670122,807,13028.47000503435,1620.6169823050816
42,0.4207920792079208,0.18835717308303876,770,14182.036451720456,1698.3897817153124
43,0.4306930693069307,0.19854863530850134,709,12332.326251329936,1844.3077770457828
44,0.4405940594059406,0.21855413533016177,834,12766.901157343513,1568.2137984461149
45,0.4504950495049505,0.234394389392594,592,9199.092536304046,2208.19312260119
46,0.4603960396039604,0.2576120353419375,596,9068.987459419262,2193.3978587981674
47,0.47029702970297027,0.27847184811455955,605,8050.7064420062625,2160.822643073442
48,0.4801980198019802,0.32996769601571024,440,5405.822270833638,2969.2937000056827
49,0.4900990099009901,0.32996769601571024,458,5821.117182654643,2852.850809809381
50,0.5,0.3755394880132346,444,4133.149554535589,2942.6034195561933
51,0.5099009900990099,0.38421329465245263,443,3683.9463992252654,2949.2309047353738
52,0.5198019801980198,0.3931308724233355,450,4188.93811442235,2903.4557022228514
53,0.5297029702970297,0.4183793789933245,415,3282.158440873127,3147.7368310156394
54,0.5396039603960396,0.45102653341647486,536,2950.409474212584,2438.470245256063
55,0.5495049504950495,0.4825206335333727,349,2067.4328078314074,3741.31006200716
56,0.5594059405940595,0.5190606906677033,372,1445.7612608885725,3510.612658719855
57,0.5693069306930693,0.5600224288946533,359,954.2733082202965,3637.3847825069615
58,0.5792079207920792,0.57881781715746,227,513.6186571657316,5743.239130274149
59,0.5891089108910891,0.6016701783415179,322,481.2938292540206,4054.0511507817523
60,0.599009900990099,0.6073874936375753,243,326.4060661316024,5366.633285666007
61,0.6089108910891089,0.6209073250591146,257,276.97155660570337,5075.420626753898
62,0.6188118811881188,0.6274274021781409,232,315.5196064499621,5619.993655375562
63,0.6287128712871287,0.6434901444029884,220,186.8538398006217,5866.749649204776
64,0.6386138613861386,0.6586177599140232,244,100.83458101837813,5344.728660010228
65,0.6485148514851485,0.6586177599140232,163,125.13582940702085,5866.749649204776
66,0.6584158415841584,0.659342295753128,155,231.02397606702053,5866.749649204776
67,0.6683168316831684,0.6808124353026367,136,45.02109414656729,5866.749649204776
68,0.6782178217821783,0.6871947776476168,104,44.6285672990732,5866.749649204776
69,0.6881188118811881,0.6962321039438928,97,53.019180338613204,5866.749649204776
70,0.698019801980198,0.6977241359758245,57,82.81779977784512,5866.749649204776
71,0.7079207920792079,0.7140661584776224,54,13.708534388614169,5866.749649204776
72,0.7178217821782178,0.7196191968536274,52,62.25703798490793,5866.749649204776
73,0.7277227722772277,0.7326569940067291,37,7.48624728601007,5866.749649204776
74,0.7376237623762376,0.7419033561207801,25,5.454426326859621,5866.749649204776
75,0.7475247524752475,0.7516646236806981,28,15.351195061446495,5866.749649204776
76,0.7574257425742574,0.7612369234169852,15,4.765447782650241,5866.749649204776
77,0.7673267326732673,0.771154854036824,15,3.4086767099008033,5866.749649204776
78,0.7772277227722773,0.7804065833268288,4,1.0559594219216357,5866.749649204776
79,0.7871287128712872,0.7904295607052203,5,0.8765860005375562,5866.749649204776
80,0.7970297029702971,0.8005254851672805,6,2.2822449841936563,5866.749649204776
81,0.806930693069307,0.8104964990036385,6,1.1982095724331976,5866.749649204776
82,0.8168316831683168,0.820278652216778,3,0.506768526296622,5866.749649204776
83,0.8267326732673267,0.830259290734157,3,0.510065050869993,5866.749649204776
84,0.8366336633663366,0.8395204655247791,2,3.837396858007443,5866.749649204776
85,0.8465346534653465,0.8500574656064634,0,0.07250129612052512,5866.749649204776
86,0.8564356435643564,0.859581220249272,1,3.274253337082926,5866.749649204776
87,0.8663366336633663,0.8701153218415634,1,0.20670817535692207,5866.749649204776
88,0.8762376237623762,0.8800550695426881,0,0.0017685252366859772,5866.749649204776
89,0.8861386138613861,0.8900498863014304,0,0.0,5866.749649204776
90,0.8960396039603961,0.9000453511831187,0,0.0,5866.749649204776
91,0.905940594059406,0.9100414870509382,0,0.0020640238292697825,5866.749649204776
92,0.9158415841584159,0.9201016907307517,1,0.20227433526843866,5866.749649204776
93,0.9257425742574258,0.9300324097811629,0,0.0020640238292697825,5866.749649204776
94,0.9356435643564357,0.9400272107098712,0,0.0,5866.749649204776
95,0.9455445544554455,0.9500226755915593,0,0.0,5866.749649204776
96,0.9554455445544554,0.9600125587695097,0,0.0339497468102558,5866.749649204776
97,0.9653465346534653,0.969461239974772,1,3.327075187405068,5866.749649204776
98,0.9752475247524752,0.9800033728499071,0,0.0339497468102558,5866.749649204776
99,0.9851485148514851,0.9900045351183118,0,0.0,5866.749649204776
100,0.995049504950495,1.0,0,0.0,5866.749649204776
